game_id,video_id,exposure_zone,exposure_time_seconds,average_box_area_pixels,video_url
22500055,Slm2bcNEtQ4,basket-logo,442.8,467.6,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,back-court-logo,449.5,1938.77,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,side-court-led-logo,281.3,2941.95,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,side-court-logo,446.67,1090.28,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,Slm2bcNEtQ4,mid-court-logo,176.97,3521.91,https://www.youtube.com/watch?v=Slm2bcNEtQ4
22500055,wx7dYcJpYQ8,side-court-led-logo,271.3,3000.19,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,basket-logo,441.93,472.61,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,back-court-logo,448.17,1938.99,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,side-court-logo,439.13,1100.86,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500055,wx7dYcJpYQ8,mid-court-logo,145.43,3671.67,https://www.youtube.com/watch?v=wx7dYcJpYQ8
22500053,xZPphKlIvhk,back-court-logo,485.07,3800.53,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,basket-logo,477.2,531.78,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,mid-court-logo,469.4,5314.39,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,side-court-led-logo,188.23,2387.64,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,xZPphKlIvhk,side-court-logo,0.67,329.44,https://www.youtube.com/watch?v=xZPphKlIvhk
22500053,TZIB3bR3iXA,side-court-led-logo,183.67,2386.52,https://www.youtube.com/watch?v=TZIB3bR3iXA
22500053,TZIB3bR3iXA,back-court-logo,485.03,3844.07,https://www.youtube.com/watch?v=TZIB3bR3iXA
22500053,TZIB3bR3iXA,basket-logo,476.8,532.86,https://www.youtube.com/watch?v=TZIB3bR3iXA
22500053,TZIB3bR3iXA,mid-court-logo,470.37,5308.31,https://www.youtube.com/watch?v=TZIB3bR3iXA
22500053,TZIB3bR3iXA,side-court-logo,0.57,352.67,https://www.youtube.com/watch?v=TZIB3bR3iXA
22500050,qCZWwFr0pA0,side-court-led-logo,512.4,2063.09,https://www.youtube.com/watch?v=qCZWwFr0pA0
22500050,qCZWwFr0pA0,mid-court-logo,489.0,3719.56,https://www.youtube.com/watch?v=qCZWwFr0pA0
22500050,qCZWwFr0pA0,side-court-logo,397.27,1782.56,https://www.youtube.com/watch?v=qCZWwFr0pA0
22500050,qCZWwFr0pA0,back-court-logo,460.5,2803.07,https://www.youtube.com/watch?v=qCZWwFr0pA0
22500050,qCZWwFr0pA0,basket-logo,445.83,630.52,https://www.youtube.com/watch?v=qCZWwFr0pA0
22500265,55KMxwNup94,basket-logo,466.07,470.34,https://www.youtube.com/watch?v=55KMxwNup94
22500265,55KMxwNup94,back-court-logo,471.27,3567.49,https://www.youtube.com/watch?v=55KMxwNup94
22500265,55KMxwNup94,side-court-led-logo,433.9,6130.39,https://www.youtube.com/watch?v=55KMxwNup94
22500265,55KMxwNup94,side-court-logo,488.77,2090.69,https://www.youtube.com/watch?v=55KMxwNup94
22500265,55KMxwNup94,mid-court-logo,360.17,3850.21,https://www.youtube.com/watch?v=55KMxwNup94
22500265,DbrvD35xGBI,side-court-led-logo,440.17,3354.44,https://www.youtube.com/watch?v=DbrvD35xGBI
22500265,DbrvD35xGBI,side-court-logo,503.3,2025.02,https://www.youtube.com/watch?v=DbrvD35xGBI
22500265,DbrvD35xGBI,mid-court-logo,438.3,4028.18,https://www.youtube.com/watch?v=DbrvD35xGBI
22500265,DbrvD35xGBI,basket-logo,488.5,455.03,https://www.youtube.com/watch?v=DbrvD35xGBI
22500265,DbrvD35xGBI,back-court-logo,491.43,3450.95,https://www.youtube.com/watch?v=DbrvD35xGBI
22500265,qzGaqFokzv4,side-court-led-logo,432.83,6175.18,https://www.youtube.com/watch?v=qzGaqFokzv4
22500265,qzGaqFokzv4,basket-logo,464.97,479.78,https://www.youtube.com/watch?v=qzGaqFokzv4
22500265,qzGaqFokzv4,back-court-logo,469.77,3619.11,https://www.youtube.com/watch?v=qzGaqFokzv4
22500265,qzGaqFokzv4,side-court-logo,485.13,2129.63,https://www.youtube.com/watch?v=qzGaqFokzv4
22500265,qzGaqFokzv4,mid-court-logo,359.63,3965.25,https://www.youtube.com/watch?v=qzGaqFokzv4
22500049,qSBc8l9PaNc,side-court-led-logo,498.9,2182.2,https://www.youtube.com/watch?v=qSBc8l9PaNc
22500049,qSBc8l9PaNc,back-court-logo,328.87,2780.1,https://www.youtube.com/watch?v=qSBc8l9PaNc
22500049,qSBc8l9PaNc,mid-court-logo,358.73,1727.07,https://www.youtube.com/watch?v=qSBc8l9PaNc
22500049,qSBc8l9PaNc,side-court-logo,315.9,2083.22,https://www.youtube.com/watch?v=qSBc8l9PaNc
